id,name,date,lat,lng,cuisine,status,score,site,weight,rats,bugs,slime,condemned
200077,"THE VOLCANO","2014-02-17 00:00:00",29.7255,-95.4147,,PASS,1,BAR,4,0,0,0,0
200078,"HOBBIT CAFE'","2014-01-29 00:00:00",29.7342,-95.4139,"LOCAL / CONTINENTAL",PASS,1,KITCHEN,4,0,0,0,0
200104,"SUBWAY SANDWICHES","2014-02-28 00:00:00",29.7704,-95.4109,,PASS,1,Kitchen,2,0,0,0,0
200105,"RUGGLES CAFE & BAKERY","2014-02-01 00:00:00",29.7175,-95.4143,"BAR & GRILL",PASS,1,"TOTAL ESTABLISHMENT",2,0,0,0,0
200106,"COURTESY FOOD STORE","2014-03-13 00:00:00",29.8196,-95.4996,CHICKEN,FAIL,4,STORE/DELI,20,0,0,0,0
200114,"TEXAS LAND & CATTLE CO.","2014-04-09 00:00:00",29.6071,-95.2098,"BAR & GRILL",FAIL,3,"TOTAL ESTABLISHMENT",11,0,0,0,0
200115,CHICK-FIL-A,"2013-10-07 00:00:00",29.6891,-95.4651,CHICKEN,PASS,1,"TOTAL ESTABLISHMENT",1,0,0,0,0
200121,"FOGO DE CHAO","2013-12-23 00:00:00",29.7375,-95.5119,,PASS,2,Establishment,5,0,0,0,0
200123,"LARRY'S BAR B Q","2014-04-11 00:00:00",29.8603,-95.5269,BARBECUE,FAIL,3,"TOTAL SITES",9,0,0,0,0
200127,"CHILI'S GRILL & BAR","2013-11-06 00:00:00",29.7377,-95.4901,"BAR & GRILL",PASS,2,"TOTAL SITES",6,0,0,1,0
200141,"SHIPLEY DONUT","2013-10-15 00:00:00",29.8452,-95.3845,,PASS,2,FACILITY,7,0,0,0,0
200142,"OSTIONERIA LAS ROCAS","2013-11-20 00:00:00",29.8661,-95.3848,SEAFOOD,FAIL,3,"TOTAL ESTABLISHMENT",9,0,0,0,0
200143,KOJAK'S,"2013-10-23 00:00:00",29.8015,-95.4338,DELI,PASS,2,ESTABLISHMENT,8,0,0,0,0
200146,"RICHARDS GROCERY STORE","2013-08-13 00:00:00",29.7822,-95.4755,,PASS,4,Store,24,0,0,1,0
200147,"KINGSPOINT MART","2013-07-10 00:00:00",29.6184,-95.2302,OTHER,PASS,1,STORE,4,0,0,0,0
200150,"BISTRO LE CEP","2013-08-08 00:00:00",29.7368,-95.5728,FRENCH,PASS,2,"Total Establishment",7,0,0,0,0
200187,"SMOOTHIE KING","2013-10-17 00:00:00",29.6858,-95.4611,"BEVERAGES, ETC.",PASS,1,"TOTAL ESTABLISHMENT",2,0,0,0,0
200190,SHOP-N-GO,"2014-01-10 00:00:00",29.8002,-95.3611,,PASS,3,Store,9,0,0,0,0
200207,"WAL-MART #2718","2013-09-25 00:00:00",29.6769,-95.4588,"BEVERAGES, ETC.",PASS,1,"TOTAL ESTABLISHMENT",1,0,0,0,0
200208,"McGOWEN ELEMENTARY","2013-10-16 00:00:00",29.8206,-95.3019,,PASS,1,Kitchen,1,0,0,0,0
200223,"SUNRISE GROCERY #10","2014-02-18 00:00:00",29.7919,-95.5796,"MEXICAN / HISPANIC",FAIL,3,"TOTAL SITES",12,0,0,0,0
200231,"LA RUCHE IMPORTS","2013-10-29 00:00:00",29.6715,-95.5399,,FAIL,5,0,34,0,0,0,0
200236,"TEXAS LAND & CATTLE STEAKHOUSE","2014-01-16 00:00:00",29.7843,-95.6048,"BAR & GRILL",PASS,1,Kitchen,3,0,0,0,0
200245,"TAN TAN KITCHEN","2013-11-05 00:00:00",29.7064,-95.5453,CHINESE,PASS,1,KITCHEN,1,0,0,0,0
200250,"CH BURGERS","2013-07-15 00:00:00",29.744,-95.4708,"BURGERS, ETC.",PASS,3,KITCHEN,12,0,0,0,0
200251,"KROGER #363","2013-11-07 00:00:00",29.7371,-95.5458,,PASS,1,"Total Establishment",3,0,0,0,0
200259,"FAMILY DOLLAR #3777","2014-02-15 00:00:00",29.7036,-95.6021,,PASS,1,0,4,0,0,0,0
200261,"SMALL STEPS NURTURING CENTER","2013-09-09 00:00:00",29.778,-95.375,,PASS,1,Kitchen,2,0,0,0,0
200265,"HONG KONG FOOD MARKET","2013-08-23 00:00:00",29.7037,-95.5793,,PASS,1,Warehouse,1,0,0,0,0
200270,"SMOOTHIE KING","2014-04-08 00:00:00",29.7378,-95.4884,"BEVERAGES, ETC.",PASS,1,Kitchen,3,1,0,0,0
200291,"TAN BINH MARKET","2014-04-08 00:00:00",29.7039,-95.5808,,PASS,1,"TOTAL ESTABLISHMENT",3,0,0,0,0
200294,"PHO DANH RESTAURANT","2014-02-22 00:00:00",29.7037,-95.5794,VIETNAMESE,FAIL,3,"TOTAL ESTABLISHMENT",9,0,0,0,0
200404,"AMC THEATERS WILLOWBROOK 24","2013-12-11 00:00:00",29.9538,-95.5394,"MEXICAN / HISPANIC",PASS,1,MACGUFFINS,1,0,0,0,0
200414,"SALTGRASS STEAK HOUSE #15","2013-08-17 00:00:00",29.9553,-95.5415,"BAR & GRILL",PASS,1,ESTABLISHMENT,3,0,0,0,0
200422,"WALGREENS #5671","2014-02-05 00:00:00",30.0498,-95.185,,PASS,1,0,1,0,0,0,0
200431,"BABIN'S SEAFOOD","2014-02-17 00:00:00",29.9562,-95.5428,SEAFOOD,PASS,1,"TOTAL ESTABLISHMENT",2,0,0,0,0
200554,"K Q FOOD STORE","2013-11-01 00:00:00",29.7971,-95.5266,,PASS,1,0,1,0,0,0,0
200569,"CAFE CASPIAN","2014-02-28 00:00:00",29.7364,-95.5944,"MIDDLE EASTERN",PASS,2,ESTABLISHMENT,5,0,0,0,0
200578,"JOANN'S CAFE","2014-03-25 00:00:00",29.784,-95.5603,,PASS,1,Kitchen,2,0,0,0,0
200591,"PANADERIA TOTOPAN","2013-10-25 00:00:00",29.7289,-95.5298,,PASS,1,"TOTAL ESTABLISHMENT",3,0,0,0,0
200592,"HOKKAIDO JAPANESE KITCHEN","2013-10-25 00:00:00",29.705,-95.544,JAPANESE,PASS,1,KITCHEN,4,0,0,0,0
200608,"BEST WESTERN","2013-09-04 00:00:00",29.9827,-95.2804,,PASS,1,Kitchen,1,0,0,0,0
200609,"FAMILY DOLLAR #2690","2014-02-02 00:00:00",29.7238,-95.3784,,PASS,1,Store,1,0,0,0,0
200638,"THE HARP","2013-12-11 00:00:00",29.7343,-95.4007,,PASS,1,0,2,0,0,0,0
200644,"THE NEUROPSYCHIATRIC CENTER","2013-08-02 00:00:00",29.7117,-95.3943,,PASS,1,ESTABLISHMENT,2,0,0,0,0
200649,"PAUL'S SNACK SHOP","2014-02-03 00:00:00",29.7595,-95.3598,SANDWICHES,PASS,2,"TOTAL ESTABLISHMENT",8,0,0,0,0
200656,"THIRD BASE","2013-10-23 00:00:00",29.5568,-95.1239,,PASS,1,0,4,0,0,0,0
200658,"CROWN MART","2014-03-08 00:00:00",29.6877,-95.3248,"BEVERAGES, ETC.",FAIL,5,"TOTAL ESTABLISHMENT",32,0,0,0,0
200672,"MUHAMMAD UNIVERSITY OF ISLAM","2014-03-06 00:00:00",29.7052,-95.3459,,PASS,1,"TOTAL ESTABLISHMENT",3,0,0,0,0
200676,"SUNNYSIDE ADULT DAY CARE","2013-10-17 00:00:00",29.6837,-95.3919,,PASS,1,KITCHEN,4,0,0,0,0
200992,"REFRESQUERIA RIO VERDE-CAMPANA","2013-11-06 00:00:00",29.803,-95.4936,,PASS,1,"8315 LONG POINT",3,0,0,0,0
201161,"BEST BUY FOOD MART #2","2014-03-12 00:00:00",29.7724,-95.3012,,PASS,1,Store,2,0,0,0,0
201172,"HANDI PLUS #27( Shell Gosohhe)","2013-10-29 00:00:00",29.8436,-95.3429,,PASS,1,"TOTAL ESTABLISHMENT",2,0,0,0,0
201187,"EDWARDS MARQ-E THEATRE","2014-03-13 00:00:00",29.7848,-95.4661,"LOCAL / CONTINENTAL",PASS,1,Establishment,3,0,0,0,0
201191,VIETOPIA,"2013-07-29 00:00:00",29.7277,-95.4279,VIETNAMESE,FAIL,3,"TOTAL ESTABLISHMENT",11,0,0,0,0
201203,"LA PREFERIDA","2013-12-13 00:00:00",29.7185,-95.489,,FAIL,4,Establishment,19,0,0,0,0
201213,"LA MORENITA","2013-08-19 00:00:00",29.8431,-95.2617,"MEXICAN / HISPANIC",PASS,2,"TOTAL ESTABLISHMENT",8,0,0,0,0
202069,"STARBUCKS COFFEE #6332","2014-04-02 00:00:00",29.7557,-95.3627,"BEVERAGES, ETC.",PASS,1,Kitchen,4,0,0,0,0
202089,"NIXON HOME CARE ADULT DAY CARE","2014-04-11 00:00:00",29.8205,-95.3336,,PASS,1,Kitchen,4,0,0,0,0
202092,"SHELL FOOD MART","2013-08-30 00:00:00",29.8319,-95.5694,"BAR & GRILL",PASS,2,"TOTAL SITES",7,0,0,0,0
202105,"SOUTHWEST KEY PROGRAM","2013-07-16 00:00:00",29.8346,-95.262,,PASS,1,KITCHEN,1,0,0,0,0
202106,"TREASURE TOWN ACADEMY","2013-12-10 00:00:00",29.8776,-95.3001,,PASS,1,"Total Establishment",3,0,0,0,0
202112,"VALERO - AMIGO MART","2013-12-02 00:00:00",29.7724,-95.2839,,PASS,2,"Total Establishment",5,0,0,0,0
202125,"LA CAMPESINA MEAT MARKET #1","2013-08-21 00:00:00",29.7749,-95.2177,,FAIL,3,Establishment,12,0,0,0,0
202126,"MO MO CLUB","2013-07-23 00:00:00",29.7942,-95.5411,,PASS,1,"kitchen /bar",3,0,0,0,0
202284,"ALONTI CAFE # 48","2014-02-19 00:00:00",29.7601,-95.3638,DELI,FAIL,3,kitchen,9,0,0,0,0
202291,"CONOCO FOOD MART","2014-04-03 00:00:00",29.715,-95.2784,,PASS,1,"Total Establishment",2,0,0,0,0
202293,"SHERLOCK'S PUB","2013-08-14 00:00:00",29.5742,-95.1084,,PASS,1,"TOTAL ESTABLISHMENT",3,0,0,0,0
202296,"HERMANN PARK GOLF COURSE C.H.","2013-08-20 00:00:00",29.7138,-95.3822,DELI,PASS,1,kitchen,2,0,0,0,0
202315,"HARTMAN MIDDLE SCHOOL PTO","2013-11-20 00:00:00",29.6727,-95.3011,,PASS,1,"P.T.O CONCESSION",1,0,0,0,0
202338,"SUBWAY #4279","2013-10-16 00:00:00",29.7557,-95.3627,DELI,PASS,1,Kitchen,4,0,0,0,0
202345,"LA MORELIANA #7 CARNICERIA","2014-02-15 00:00:00",29.6922,-95.2776,,PASS,2,"TOTAL ESTABLISHMENT",8,0,0,0,0
202448,"CRAWFISH & BEIGNETS","2013-07-17 00:00:00",29.7038,-95.5758,SEAFOOD,PASS,2,Kitchen,6,0,0,0,0
202468,"MAGGIANO'S LITTLE ITALY","2014-02-22 00:00:00",29.7451,-95.461,ITALIAN,FAIL,3,"Total Establishment",16,0,0,0,0
202473,"SHERATON SUITES","2013-08-22 00:00:00",29.7425,-95.4583,"LOCAL / CONTINENTAL",PASS,2,"TOTAL ESTABLISHMENT",6,0,0,0,0
202477,"KENNY AND ZIGGY'S","2013-12-20 00:00:00",29.7431,-95.461,DELI,PASS,1,Establishment,3,0,0,0,0
202487,G.N.C.,"2014-02-06 00:00:00",29.7565,-95.6254,,FAIL,5,Store,26,0,0,0,0
202816,"IMPACT HOUSTON CHURCH OF CHRIST","2014-01-29 00:00:00",29.7773,-95.3754,"LOCAL / CONTINENTAL",PASS,1,Kitchen,3,0,0,0,0
202827,"ROSA BLANCA RESTAURANT","2014-02-20 00:00:00",29.8094,-95.382,"MEXICAN / HISPANIC",PASS,1,Kitchen,4,0,0,0,0
202846,"MANNIE'S SEAFOOD MKT","2014-03-02 00:00:00",29.6696,-95.2631,,PASS,2,"Total Establishment",5,0,0,0,0
202851,"CAO THANG SANDWICH","2014-04-13 00:00:00",29.7223,-95.5105,,PASS,1,Kitchen,3,0,0,0,0
202855,"LA MEXICANA FRUIT & MEAT #3","2014-04-04 00:00:00",29.7169,-95.4889,,PASS,2,"Total Establishment",6,0,0,0,0
202864,"HANDI STOP #64","2014-03-18 00:00:00",29.7173,-95.2973,,PASS,1,Store,3,0,0,0,0
202868,"GOODE COMPANY SEAFOOD II","2013-12-18 00:00:00",29.7839,-95.5488,SEAFOOD,PASS,1,Establishment,4,0,0,0,0
202874,"D & T FOOD STORE","2013-08-06 00:00:00",29.6627,-95.368,,PASS,2,STORE,6,0,0,0,0
202883,"CELLAR BAR","2013-10-02 00:00:00",29.5559,-95.1231,,PASS,2,Bar,7,0,0,0,0
202925,"TAQUERIA MARY-Texas Commissary","2014-03-14 00:00:00",29.864,-95.3355,,PASS,1,"3317 MARZELLE (THUR/T/10A-4P)",3,0,0,0,0
203139,"TAQUERIA ABASOLO","2013-12-13 00:00:00",29.7777,-95.3573,"MEXICAN / HISPANIC",PASS,1,Kitchen,2,0,0,0,0
203145,"MARBLE SLAB CREAMERY","2014-01-17 00:00:00",29.9547,-95.5408,,PASS,1,KITCHEN,1,0,0,0,0
203181,"SHIPLEY DONUTS","2014-02-17 00:00:00",29.7718,-95.4236,,PASS,1,"Prep Area",4,0,0,0,0
203192,"STAR OF HOPE MEN'S SHELTER","2013-07-24 00:00:00",29.7602,-95.3517,,PASS,2,"TOTAL EST.",7,0,0,0,0
203212,"LUCERO BAKERY","2014-01-03 00:00:00",29.7931,-95.3563,,PASS,1,"Total Establishment",4,0,0,0,0
203235,"JUANITA'S MEXICAN REST.","2014-02-12 00:00:00",29.8083,-95.441,"MEXICAN / HISPANIC",FAIL,3,"TOTAL ESTABLISHMENT",10,0,0,0,0
203247,"KOLACHE FACTORY #10","2013-09-25 00:00:00",29.7839,-95.5487,,PASS,1,Restaurant,4,0,0,0,0
203500,"MINUTE MAID PARK - ARAMARK","2013-10-24 00:00:00",29.758,-95.3536,"BEVERAGES, ETC.",PASS,1,"Cover Report",4,0,0,0,0
203652,"HOLY TRINITY DAY CARE","2013-12-12 00:00:00",29.7816,-95.1928,,PASS,1,0,1,0,0,0,0
203655,"KROGER #349","2013-07-18 00:00:00",29.7565,-95.6254,,PASS,2,"Total Establishment",6,0,0,0,0
203675,GNC,"2014-01-22 00:00:00",29.5535,-95.1187,,PASS,1,0,1,0,0,0,0
203691,THIRSTY'S,"2013-12-22 00:00:00",29.7408,-95.4618,,PASS,2,"Total Establishment",6,0,0,0,0
203696,"HOMEWOOD SUITES HOTEL","2013-09-05 00:00:00",30.0558,-95.2507,BREAKFAST,PASS,1,Kitchen,2,0,0,0,0
203699,"CAFE ADOBE","2013-08-23 00:00:00",29.7848,-95.4661,"MEXICAN / HISPANIC",PASS,2,Establishment,5,0,0,0,0
203715,"BUCA DI BEPPO","2013-07-29 00:00:00",29.7276,-95.4279,ITALIAN,FAIL,3,Kitchen,9,0,0,0,0
203716,"LYNCH'S FINEST - TEXAS","2013-08-05 00:00:00",29.7617,-95.3579,,PASS,2,"1201 FRANKLIN",6,0,0,0,0
203970,"CADECO INDUSTRIES","2013-09-11 00:00:00",29.7621,-95.3105,,PASS,1,WAREHOUSE,1,0,0,0,0
203972,"SUNSHINE'S HEALTH FOOD STORE","2014-03-01 00:00:00",29.708,-95.3357,VEGETARIAN,PASS,1,"TOTAL ESTABLISHMENT",1,0,0,0,0
203976,"WHOLE FOODS MARKET","2013-11-25 00:00:00",29.7391,-95.4187,,PASS,2,"Total facility",6,0,0,0,0
203989,"EL SOLOVINO BAR","2014-03-01 00:00:00",29.7222,-95.511,,PASS,1,Bar,2,0,0,0,0
204007,"ICE EXPRESS","2014-01-09 00:00:00",29.6782,-95.2699,,PASS,2,0,5,0,0,0,0
204008,"A & C ARMS OF LOVE","2013-12-10 00:00:00",29.6622,-95.3578,,PASS,1,"TOTAL ESTABLISHMENT",1,0,0,0,0
204013,"TAQUERIA EL HERRADERO #2","2014-04-15 00:00:00",29.6266,-95.2855,"MEXICAN / HISPANIC",PASS,2,"TOTAL ESTABLISHMENT",5,0,0,0,0
204020,"LIFE'S LITTLE BLESSINGS","2013-12-16 00:00:00",29.6258,-95.2404,,PASS,1,"TOTAL ESTABLISHMENT",2,0,0,0,0
204334,"LOGAN'S ROADHOUSE INC","2014-01-07 00:00:00",29.7418,-95.6443,"BAR & GRILL",PASS,1,"TOTAL SITES",1,0,0,0,0
204346,"MCDONALD'S #24917","2014-01-26 00:00:00",29.6745,-95.5614,"BURGERS, ETC.",PASS,2,ESTABLISHMENT,6,0,0,0,0
204353,"CAFE EUROPE","2014-01-16 00:00:00",29.7376,-95.4843,,PASS,3,"Total Establishment",15,0,0,1,1
204357,KIDIZONE,"2013-09-17 00:00:00",29.7192,-95.6047,,PASS,1,Kitchen,2,0,0,0,0
204370,"VIET TIEN TOFU AND FAST FOOD","2013-07-31 00:00:00",29.7039,-95.5766,VIETNAMESE,PASS,1,"TOTAL ESTABLISHMENT",4,0,0,0,0
204372,"THE ABBEY","2014-02-17 00:00:00",29.7309,-95.5951,,PASS,2,"Wellness Stations",7,0,0,0,0
204378,"WINSENG BOOK & GIFT INC","2013-11-25 00:00:00",29.705,-95.544,,PASS,1,0,1,0,0,0,0
204397,"SKAYS CHEVRON","2014-03-09 00:00:00",29.6646,-95.464,,PASS,1,Store,1,0,0,0,0
204791,"ROSE'S DELI AND CATERING","2013-10-11 00:00:00",29.9409,-95.3318,,PASS,1,KITCHEN,1,0,0,0,0
204804,"WESTCHESTER ACADEMY","2013-10-10 00:00:00",29.782,-95.5816,,PASS,1,Kitchen,4,0,0,0,0
204829,"LITTLE WOODROWS","2014-02-02 00:00:00",29.7156,-95.4149,,PASS,1,Bar,4,0,0,0,0
204833,"SELLER BROTHERS","2013-12-13 00:00:00",29.8098,-95.526,,PASS,1,"TOTAL SITES",3,0,0,0,0
204867,"VANGUARD ACADEMY","2013-12-12 00:00:00",29.7014,-95.5675,,PASS,1,"TOTAL ESTABLISHMENT",1,0,0,0,0
204871,"JOHNSON & JOHNSON ADULT DAY CARE","2013-12-30 00:00:00",29.6457,-95.445,,PASS,1,"TOTAL ESTABLISHMENT",4,0,0,0,0
204872,"BOUDREAUX'S CAJUN KITCHEN","2014-01-31 00:00:00",29.7006,-95.2965,CAJUN,PASS,1,"TOTAL ESTABLISHMENT",3,0,0,0,0
204875,"DENNY'S #7443","2013-11-19 00:00:00",29.7031,-95.2964,"LOCAL / CONTINENTAL",PASS,1,"TOTAL ESTABLISHMENT",1,0,0,0,0
204891,"TIME MART #12","2013-11-12 00:00:00",29.5998,-95.3536,CHICKEN,PASS,1,"TOTAL EST.",4,0,0,0,0
204896,"SER-NINOS CHARTER SCHOOL","2013-10-16 00:00:00",29.7177,-95.4806,,PASS,1,Kitchen,4,0,0,0,0
204908,"FAMILY DOLLAR #4387","2014-02-17 00:00:00",29.7761,-95.2184,,PASS,2,0,12,0,0,0,0
204913,"KENTUCKY FRIED CHICKEN #Y34323","2014-01-03 00:00:00",29.6408,-95.2427,CHICKEN,PASS,1,kitchen,1,0,0,0,0
204915,"LOS CORRALES TAQUERIA","2013-11-27 00:00:00",29.7405,-95.2882,"MEXICAN / HISPANIC",PASS,1,KITCHEN,4,0,0,0,0
204919,"POST OAK GRILL EXPRESS-MAIN","2014-01-30 00:00:00",29.7574,-95.3684,,PASS,2,0,6,0,0,0,0
204920,"POST OAK GRILL EXPRESS-SIDE","2014-01-30 00:00:00",29.7574,-95.3684,,PASS,2,"Food Station",5,0,0,0,0
204925,"FAST EDDIE'S BILLIARDS","2013-11-27 00:00:00",29.6183,-95.219,,PASS,2,0,7,0,0,0,0
204926,"FAMILY DOLLAR #4407","2014-02-06 00:00:00",29.6426,-95.2269,,PASS,1,0,1,0,0,0,0
205278,"J. LUNA PRODUCE","2013-07-02 00:00:00",29.8114,-95.382,,PASS,2,0,7,0,0,0,0
205484,"JENSEN EXPRESS MART( Valero Gasoline)","2013-10-10 00:00:00",29.8398,-95.3428,,PASS,1,"TOTAL ESTABLISHMENT",1,0,0,0,0
205491,"TEXAS LAND & CATTLE","2014-02-03 00:00:00",29.9599,-95.548,"BAR & GRILL",PASS,1,"TOTAL ESTABLISHMENT",3,0,0,0,0
205501,"WALGREEN #5390","2014-03-10 00:00:00",29.6878,-95.5702,,PASS,2,Store,5,0,0,0,0
205506,"WEST @ CHIMNEY ROCK CHEVRON","2013-09-25 00:00:00",29.7379,-95.4762,,PASS,1,Establishment,4,0,0,0,0
205530,"STARBUCKS COFFEE #6344","2014-03-25 00:00:00",29.7279,-95.4279,"BEVERAGES, ETC.",PASS,1,"Food Prep",1,0,0,0,0
205539,"RANDALL'S #1776","2014-03-24 00:00:00",30.051,-95.2445,,FAIL,4,"TOTAL ESTABLISHMENT",18,0,0,0,0
205541,"OSTIONERIA HUETAMICH","2014-04-05 00:00:00",29.6889,-95.5536,"MEXICAN / HISPANIC",PASS,1,KITCHEN,1,0,0,0,0
205550,"CHURCHES CHICKEN","2014-03-08 00:00:00",29.7038,-95.5851,CHICKEN,PASS,2,kitchen,8,0,0,1,0
205551,"KATZ DELI","2014-04-12 00:00:00",29.7446,-95.3896,"LOCAL / CONTINENTAL",PASS,2,"TOTAL ESTABLISHMENT",7,0,0,0,0
205566,"EL RANCHERO MEXICAN RESTAURANT","2013-11-04 00:00:00",30.0452,-95.2496,,PASS,1,"TOTAL ESTABLISHMENT",4,0,0,0,0
205574,"HEB FOOD STORE #472","2013-11-13 00:00:00",29.7386,-95.4844,,PASS,2,"Total Establishment",5,0,0,0,0
205579,"WINGS -N- THINGS","2014-04-08 00:00:00",29.7376,-95.4843,CHICKEN,PASS,1,KITCHEN,2,0,0,0,0
205589,"STARBUCKS COFFEE #6393","2013-07-25 00:00:00",29.8327,-95.4836,"BEVERAGES, ETC.",PASS,1,ESTABLISHMENT,1,0,0,0,0
205600,"STARBUCKS COFFEE #6360","2013-12-20 00:00:00",29.7416,-95.461,"BEVERAGES, ETC.",PASS,1,"total establishment",2,0,0,0,0
205601,"JAMBA JUICE","2014-01-21 00:00:00",29.7416,-95.461,"BEVERAGES, ETC.",PASS,1,KITCHEN,2,0,0,0,0
205615,ZIMM'S,"2014-04-11 00:00:00",29.7339,-95.3911,,PASS,1,0,3,0,0,0,0
205617,"CORPUS CHRISTI CATHOLIC CHURCH","2013-10-14 00:00:00",29.6747,-95.44,,PASS,1,"TOTAL ESTABLISHMENT",4,0,0,0,0
205620,"HEB CENTRAL MARKET","2014-03-29 00:00:00",29.7418,-95.4422,,FAIL,4,"Total Establishment",24,0,0,0,0
205624,"HOME PLATE BAR AND GRILL","2013-12-18 00:00:00",29.7556,-95.3552,"BAR & GRILL",PASS,1,Kitchen,3,0,0,0,0
206233,"THE SPLENDOR","2013-08-05 00:00:00",29.9541,-95.5369,"BAR & GRILL",PASS,1,"TOTAL ESTABLISHMENT",3,0,0,0,0
206234,"IHOP #1910","2014-02-10 00:00:00",29.8287,-95.3802,"LOCAL / CONTINENTAL",PASS,1,ESTABLISHMENT,2,0,0,0,0
206242,"KOLACHE FACTORY","2013-12-31 00:00:00",29.9592,-95.5463,,PASS,2,KITCHEN,8,0,0,0,0
206463,"TACOS PINEDA-SOUTH WEST COMISARIA","2014-02-18 00:00:00",29.7282,-95.4976,,FAIL,5,"6375 Skyline Dr.Mon-Sat. (8A-5P)",29,0,0,0,0
206547,"MIKKI'S CAFE","2013-12-23 00:00:00",29.6535,-95.5638,,PASS,1,"TOTAL ESTABLISHMENT",4,0,0,0,0
206563,"PANDA PATH","2014-03-03 00:00:00",29.8294,-95.5006,,PASS,1,"TOTAL SITES",4,0,0,0,0
206565,"LILLY GROVE MISSIONARY BAPTIST CHURCH","2014-02-03 00:00:00",29.6921,-95.3699,"LOCAL / CONTINENTAL",PASS,1,"Total establishment",1,0,0,0,0
206589,"SMOOTHIE ISLAND JUICE BAR","2014-01-10 00:00:00",29.7631,-95.4798,"BURGERS, ETC.",PASS,1,KITCHEN,3,1,0,0,0
206611,"RANDALL'S #1774","2013-12-27 00:00:00",29.8196,-95.466,,PASS,2,"Total Establishment",5,0,0,0,0
206632,"CAR SPA","2013-10-02 00:00:00",29.7464,-95.3796,"BEVERAGES, ETC.",PASS,1,Store,1,0,0,0,0
206642,"FAMILY DOLLAR #4513","2014-01-13 00:00:00",33.1318,-96.1031,,PASS,1,"TOTAL ESTABLISHMENT",3,0,0,0,0
206648,"SUPER 8 MOTEL","2014-01-05 00:00:00",29.7682,-95.2132,OTHER,PASS,2,0,6,0,0,0,0
206655,"MARBLE SLAB CREAMERY","2014-02-19 00:00:00",29.7314,-95.4415,DESSERTS,PASS,2,Store,5,0,0,0,0
206663,"THE NICKEL SANDWICH GRILL","2013-12-30 00:00:00",29.7765,-95.3148,BARBECUE,PASS,2,kitchen,5,0,0,0,0
206668,"LITTLE BUDDY #4","2013-10-23 00:00:00",29.7802,-95.3824,OTHER,PASS,1,store,1,0,0,0,0
206672,"FRONTIER BBQ","2013-12-05 00:00:00",29.7586,-95.3658,BARBECUE,PASS,1,"Total Establishment",3,0,0,0,0
206676,"KIM'S FOOD DELI","2013-08-08 00:00:00",29.7652,-95.3813,DELI,PASS,1,kitchen,3,0,0,0,0
206695,"FAMILY DOLLAR #4537","2014-01-21 00:00:00",29.6757,-95.2658,,PASS,1,0,2,0,0,0,0
206699,"WALGREEN #5709","2014-01-21 00:00:00",29.5573,-95.1226,,PASS,1,0,2,0,0,0,0
206703,"IBIZA FOOD & WINE BAR","2014-04-15 00:00:00",29.7472,-95.3765,"MEXICAN / HISPANIC",FAIL,3,"TOTAL FACILITY",9,0,0,0,0
206707,"LA MICHOACANA MEAT MARKET #12","2013-11-25 00:00:00",29.6923,-95.2989,,PASS,2,"TOTAL ESTABLISHMENT",5,0,0,0,0
206708,"KROGER #385","2014-03-31 00:00:00",29.5593,-95.1245,,FAIL,4,"TOTAL EST.",17,0,0,0,0
206711,"PHO 21","2014-04-07 00:00:00",29.5743,-95.1085,VIETNAMESE,PASS,1,"TOTAL EST.",3,0,0,0,0
206716,"LOU'S CAFE/TEXAS HOBBY AUTO AUCTION","2013-07-09 00:00:00",29.6445,-95.3051,,PASS,2,KITCHEN,5,0,0,0,0
206726,"ROYAL OAKS GRILL","2014-02-06 00:00:00",29.7299,-95.5853,"LOCAL / CONTINENTAL",PASS,1,"TOTAL ESTABLISHMENT",4,0,0,0,0
206729,"LANDRY'S CORPORATE OFFICE TEST KITCHEN","2013-07-25 00:00:00",29.7536,-95.456,"LOCAL / CONTINENTAL",PASS,1,"TOTAL ESTABLISHMENT",2,0,0,0,0
206732,"MEAT PLANET","2013-10-24 00:00:00",29.7396,-95.2853,,PASS,2,0,6,0,0,0,0
206734,"GUADALAJARA HACIENDA","2014-03-24 00:00:00",29.7839,-95.5355,"MEXICAN / HISPANIC",FAIL,3,Establishment,9,0,0,0,0
206735,"GEORGE'S PIZZERIA/ITALIAN CUIS","2013-12-03 00:00:00",29.6852,-95.2942,ITALIAN,PASS,1,"TOTAL ESTABLISHMENT",1,0,0,0,0
206748,"TAQUERIA ARANDAS #12","2013-07-11 00:00:00",29.6428,-95.2444,"MEXICAN / HISPANIC",PASS,1,"TOTAL EST.",1,0,0,0,0
206756,"PAPPAS BURGER","2013-07-10 00:00:00",29.7379,-95.4811,"BURGERS, ETC.",PASS,1,"TOTAL SITES",1,0,0,0,0
206759,"STARBUCKS COFFEE #6426","2014-01-16 00:00:00",29.5514,-95.1256,"BEVERAGES, ETC.",PASS,2,"SERVICE AREA",5,0,0,0,0
206760,"DOUBLE NINE GINSENG HERB","2014-01-13 00:00:00",29.7449,-95.3596,,PASS,1,0,2,0,0,0,0
206762,"FIRST CLASS CHILD DEV. CENTER","2013-08-06 00:00:00",29.5825,-95.1522,,PASS,1,0,4,0,0,0,0
206864,"COUNTRY INN & SUITES","2014-04-11 00:00:00",29.943,-95.3318,,PASS,1,KITCHEN,3,0,0,0,0
